order_id,product_id,customer_id,employee_id,shipper_id,order_date,month_order,order_year,order_quarter,order_month,order_month_abbr,required_date,shipped_date,ship_status,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,customer_name,customer_contact,customer_phone,customer_city,customer_region,customer_postal_code,customer_country,employee_name,employee_title,employee_city,employee_country,shipper_name,product_name,catalog_unit_price,price_band,category_id,category_name,trx_unit_price,quantity,discount,discount_pct,net_sales,freight_alloc,sales_plus_freight
10251,65,VICTE,3,1,20-12-23,01-12-23,2023,4,12,Dec,17-01-24,27-12-23,On time,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,Victuailles en stock,Mary Saveley,78.32.54.86,Lyon,,69004,France,Janet Leverling,Sales Representative,Kirkland,USA,Speedy Express,Louisiana Fiery Hot Pepper Sauce,21.05,20â€“50,2,Condiments,16.8,20,0,0,336,21.24,357.24
10252,20,SUPRD,4,2,21-12-23,01-12-23,2023,4,12,Dec,18-01-24,23-12-23,On time,SuprÃªmes dÃ©lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SuprÃªmes dÃ©lices,Pascale Cartrain,(071) 23 67 22 20,Charleroi,,B-6000,Belgium,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Sir Rodney's Marmalade,81,>50,3,Confections,64.8,40,0.05,5,2462.4,35.11,2497.51
10252,33,SUPRD,4,2,21-12-23,01-12-23,2023,4,12,Dec,18-01-24,23-12-23,On time,SuprÃªmes dÃ©lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SuprÃªmes dÃ©lices,Pascale Cartrain,(071) 23 67 22 20,Charleroi,,B-6000,Belgium,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Geitost,2.5,<10,4,Dairy Products,2,25,0.05,5,47.5,0.68,48.18
10252,60,SUPRD,4,2,21-12-23,01-12-23,2023,4,12,Dec,18-01-24,23-12-23,On time,SuprÃªmes dÃ©lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SuprÃªmes dÃ©lices,Pascale Cartrain,(071) 23 67 22 20,Charleroi,,B-6000,Belgium,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Camembert Pierrot,34,20â€“50,4,Dairy Products,27.2,40,0,0,1088,15.51,1103.51
10253,31,HANAR,3,2,22-12-23,01-12-23,2023,4,12,Dec,05-01-24,28-12-23,On time,Hanari Carnes,"Rua do PaÃ§o, 67",Rio de Janeiro,RJ,05454-876,Brazil,Hanari Carnes,Mario Pontes,(21) 555-0091,Rio de Janeiro,RJ,05454-876,Brazil,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Gorgonzola Telino,12.5,10â€“20,4,Dairy Products,10,20,0,0,200,8.05,208.05
10253,39,HANAR,3,2,22-12-23,01-12-23,2023,4,12,Dec,05-01-24,28-12-23,On time,Hanari Carnes,"Rua do PaÃ§o, 67",Rio de Janeiro,RJ,05454-876,Brazil,Hanari Carnes,Mario Pontes,(21) 555-0091,Rio de Janeiro,RJ,05454-876,Brazil,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Chartreuse verte,18,10â€“20,1,Beverages,14.4,42,0,0,604.8,24.35,629.15
10253,49,HANAR,3,2,22-12-23,01-12-23,2023,4,12,Dec,05-01-24,28-12-23,On time,Hanari Carnes,"Rua do PaÃ§o, 67",Rio de Janeiro,RJ,05454-876,Brazil,Hanari Carnes,Mario Pontes,(21) 555-0091,Rio de Janeiro,RJ,05454-876,Brazil,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Maxilaku,20,20â€“50,3,Confections,16,40,0,0,640,25.77,665.77
10254,24,CHOPS,5,2,23-12-23,01-12-23,2023,4,12,Dec,20-01-24,04-01-24,On time,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Chop-suey Chinese,Yang Wang,0452-076545,Bern,,3012,Switzerland,Steven Buchanan,Sales Manager,London,UK,United Package,GuaranÃ¡ FantÃ¡stica,4.5,<10,1,Beverages,3.6,15,0.15,15,45.9,1.89,47.79
10254,55,CHOPS,5,2,23-12-23,01-12-23,2023,4,12,Dec,20-01-24,04-01-24,On time,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Chop-suey Chinese,Yang Wang,0452-076545,Bern,,3012,Switzerland,Steven Buchanan,Sales Manager,London,UK,United Package,PÃ¢tÃ© chinois,24,20â€“50,6,Meat/Poultry,19.2,21,0.15,15,342.72,14.15,356.87
10254,74,CHOPS,5,2,23-12-23,01-12-23,2023,4,12,Dec,20-01-24,04-01-24,On time,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Chop-suey Chinese,Yang Wang,0452-076545,Bern,,3012,Switzerland,Steven Buchanan,Sales Manager,London,UK,United Package,Longlife Tofu,10,10â€“20,7,Produce,8,21,0,0,168,6.94,174.94
10255,2,RICSU,9,3,24-12-23,01-12-23,2023,4,12,Dec,21-01-24,27-12-23,On time,Richter Supermarkt,Starenweg 5,GenÃ¨ve,,1204,Switzerland,Richter Supermarkt,Michael Holz,0897-034214,GenÃ¨ve,,1203,Switzerland,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Chang,19,10â€“20,1,Beverages,15.2,20,0,0,304,18.11,322.11
10255,16,RICSU,9,3,24-12-23,01-12-23,2023,4,12,Dec,21-01-24,27-12-23,On time,Richter Supermarkt,Starenweg 5,GenÃ¨ve,,1204,Switzerland,Richter Supermarkt,Michael Holz,0897-034214,GenÃ¨ve,,1203,Switzerland,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Pavlova,17.45,10â€“20,3,Confections,13.9,35,0,0,486.5,28.98,515.48
10255,36,RICSU,9,3,24-12-23,01-12-23,2023,4,12,Dec,21-01-24,27-12-23,On time,Richter Supermarkt,Starenweg 5,GenÃ¨ve,,1204,Switzerland,Richter Supermarkt,Michael Holz,0897-034214,GenÃ¨ve,,1203,Switzerland,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Inlagd Sill,19,10â€“20,8,Seafood,15.2,25,0,0,380,22.63,402.63
10255,59,RICSU,9,3,24-12-23,01-12-23,2023,4,12,Dec,21-01-24,27-12-23,On time,Richter Supermarkt,Starenweg 5,GenÃ¨ve,,1204,Switzerland,Richter Supermarkt,Michael Holz,0897-034214,GenÃ¨ve,,1203,Switzerland,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Raclette Courdavault,55,>50,4,Dairy Products,44,30,0,0,1320,78.62,1398.62
10256,53,WELLI,3,2,27-12-23,01-12-23,2023,4,12,Dec,24-01-24,29-12-23,On time,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Wellington Importadora,Paula Parente,(14) 555-8122,Resende,SP,08737-363,Brazil,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Perth Pasties,32.8,20â€“50,6,Meat/Poultry,26.2,15,0,0,393,10.6,403.6
10256,77,WELLI,3,2,27-12-23,01-12-23,2023,4,12,Dec,24-01-24,29-12-23,On time,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Wellington Importadora,Paula Parente,(14) 555-8122,Resende,SP,08737-363,Brazil,Janet Leverling,Sales Representative,Kirkland,USA,United Package,Original Frankfurter grÃ¼ne SoÃŸe,13,10â€“20,2,Condiments,10.4,12,0,0,124.8,3.37,128.17
10257,27,HILAA,4,3,28-12-23,01-12-23,2023,4,12,Dec,25-01-24,03-01-24,On time,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela,HILARION-Abastos,Carlos HernÃ¡ndez,(5) 555-1340,San CristÃ³bal,TÃ¡chira,5022,Venezuela,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Schoggi Schokolade,43.9,20â€“50,3,Confections,35.1,25,0,0,877.5,64.18,941.68
10257,39,HILAA,4,3,28-12-23,01-12-23,2023,4,12,Dec,25-01-24,03-01-24,On time,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela,HILARION-Abastos,Carlos HernÃ¡ndez,(5) 555-1340,San CristÃ³bal,TÃ¡chira,5022,Venezuela,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Chartreuse verte,18,10â€“20,1,Beverages,14.4,6,0,0,86.4,6.32,92.72
10257,77,HILAA,4,3,28-12-23,01-12-23,2023,4,12,Dec,25-01-24,03-01-24,On time,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela,HILARION-Abastos,Carlos HernÃ¡ndez,(5) 555-1340,San CristÃ³bal,TÃ¡chira,5022,Venezuela,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Original Frankfurter grÃ¼ne SoÃŸe,13,10â€“20,2,Condiments,10.4,15,0,0,156,11.41,167.41
10258,2,ERNSH,1,1,29-12-23,01-12-23,2023,4,12,Dec,26-01-24,04-01-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Chang,19,10â€“20,1,Beverages,15.2,50,0.2,20,608,52.9,660.9
10258,5,ERNSH,1,1,29-12-23,01-12-23,2023,4,12,Dec,26-01-24,04-01-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Chef Anton's Gumbo Mix,21.35,20â€“50,2,Condiments,17,65,0.2,20,884,76.92,960.92
10258,32,ERNSH,1,1,29-12-23,01-12-23,2023,4,12,Dec,26-01-24,04-01-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Mascarpone Fabioli,32,20â€“50,4,Dairy Products,25.6,6,0.2,20,122.88,10.69,133.57
10259,21,CENTC,4,3,30-12-23,01-12-23,2023,4,12,Dec,27-01-24,06-01-24,On time,Centro comercial Moctezuma,Sierras de Granada 9993,MÃ©xico D.F.,,5022,Mexico,Centro comercial Moctezuma,Francisco Chang,(5) 555-3392,MÃ©xico D.F.,,5022,Mexico,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Sir Rodney's Scones,10,10â€“20,3,Confections,8,10,0,0,80,2.58,82.58
10259,37,CENTC,4,3,30-12-23,01-12-23,2023,4,12,Dec,27-01-24,06-01-24,On time,Centro comercial Moctezuma,Sierras de Granada 9993,MÃ©xico D.F.,,5022,Mexico,Centro comercial Moctezuma,Francisco Chang,(5) 555-3392,MÃ©xico D.F.,,5022,Mexico,Margaret Peacock,Sales Representative,Redmond,USA,Federal Shipping,Gravad lax,26,20â€“50,8,Seafood,20.8,1,0,0,20.8,0.67,21.47
10260,41,OTTIK,4,1,31-12-23,01-12-23,2023,4,12,Dec,28-01-24,10-01-24,On time,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,,50739,Germany,Ottilies KÃ¤seladen,Henriette Pfalzheim,0221-0644327,KÃ¶ln,,50739,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Speedy Express,Jack's New England Clam Chowder,9.65,<10,8,Seafood,7.7,16,0.25,25,92.4,3.38,95.78
10260,57,OTTIK,4,1,31-12-23,01-12-23,2023,4,12,Dec,28-01-24,10-01-24,On time,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,,50739,Germany,Ottilies KÃ¤seladen,Henriette Pfalzheim,0221-0644327,KÃ¶ln,,50739,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Speedy Express,Ravioli Angelo,19.5,10â€“20,5,Grains/Cereals,15.6,50,0,0,780,28.56,808.56
10260,62,OTTIK,4,1,31-12-23,01-12-23,2023,4,12,Dec,28-01-24,10-01-24,On time,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,,50739,Germany,Ottilies KÃ¤seladen,Henriette Pfalzheim,0221-0644327,KÃ¶ln,,50739,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Speedy Express,Tarte au sucre,49.3,20â€“50,3,Confections,39.4,15,0.25,25,443.25,16.23,459.48
10260,70,OTTIK,4,1,31-12-23,01-12-23,2023,4,12,Dec,28-01-24,10-01-24,On time,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,,50739,Germany,Ottilies KÃ¤seladen,Henriette Pfalzheim,0221-0644327,KÃ¶ln,,50739,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Speedy Express,Outback Lager,15,10â€“20,1,Beverages,12,21,0.25,25,189,6.92,195.92
10261,21,QUEDE,4,2,31-12-23,01-12-23,2023,4,12,Dec,28-01-24,11-01-24,On time,Que DelÃ­cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Que DelÃ­cia,Bernardo Batista,(21) 555-4252,Rio de Janeiro,RJ,02389-673,Brazil,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Sir Rodney's Scones,10,10â€“20,3,Confections,8,20,0,0,160,1.09,161.09
10261,35,QUEDE,4,2,31-12-23,01-12-23,2023,4,12,Dec,28-01-24,11-01-24,On time,Que DelÃ­cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Que DelÃ­cia,Bernardo Batista,(21) 555-4252,Rio de Janeiro,RJ,02389-673,Brazil,Margaret Peacock,Sales Representative,Redmond,USA,United Package,Steeleye Stout,18,10â€“20,1,Beverages,14.4,20,0,0,288,1.96,289.96
10262,5,RATTC,8,3,03-01-24,01-01-24,2024,1,1,Jan,31-01-24,06-01-24,On time,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,(505) 555-5939,Albuquerque,NM,87110,USA,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Chef Anton's Gumbo Mix,21.35,20â€“50,2,Condiments,17,12,0.2,20,163.2,13.49,176.69
10262,7,RATTC,8,3,03-01-24,01-01-24,2024,1,1,Jan,31-01-24,06-01-24,On time,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,(505) 555-5939,Albuquerque,NM,87110,USA,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Uncle Bob's Organic Dried Pears,30,20â€“50,7,Produce,24,15,0,0,360,29.77,389.77
10262,56,RATTC,8,3,03-01-24,01-01-24,2024,1,1,Jan,31-01-24,06-01-24,On time,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,(505) 555-5939,Albuquerque,NM,87110,USA,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Gnocchi di nonna Alice,38,20â€“50,5,Grains/Cereals,30.4,2,0,0,60.8,5.03,65.83
10263,16,ERNSH,9,3,04-01-24,01-01-24,2024,1,1,Jan,01-02-24,12-01-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Pavlova,17.45,10â€“20,3,Confections,13.9,60,0.25,25,625.5,48.76,674.26
10263,24,ERNSH,9,3,04-01-24,01-01-24,2024,1,1,Jan,01-02-24,12-01-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,GuaranÃ¡ FantÃ¡stica,4.5,<10,1,Beverages,3.6,28,0,0,100.8,7.86,108.66
10263,30,ERNSH,9,3,04-01-24,01-01-24,2024,1,1,Jan,01-02-24,12-01-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Nord-Ost Matjeshering,25.89,20â€“50,8,Seafood,20.7,60,0.25,25,931.5,72.61,1004.11
10263,74,ERNSH,9,3,04-01-24,01-01-24,2024,1,1,Jan,01-02-24,12-01-24,On time,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,7675-3425,Graz,,8010,Austria,Anne Dodsworth,Sales Representative,London,UK,Federal Shipping,Longlife Tofu,10,10â€“20,7,Produce,8,36,0.25,25,216,16.84,232.84
10264,2,FOLKO,6,3,05-01-24,01-01-24,2024,1,1,Jan,02-02-24,04-02-24,Late,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,,S-844 67,Sweden,Folk och fÃ¤ HB,Maria Larsson,0695-34 67 21,BrÃ¤cke,,S-844 67,Sweden,Michael Suyama,Sales Representative,London,UK,Federal Shipping,Chang,19,10â€“20,1,Beverages,15.2,35,0,0,532,2.81,534.81
10264,41,FOLKO,6,3,05-01-24,01-01-24,2024,1,1,Jan,02-02-24,04-02-24,Late,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,,S-844 67,Sweden,Folk och fÃ¤ HB,Maria Larsson,0695-34 67 21,BrÃ¤cke,,S-844 67,Sweden,Michael Suyama,Sales Representative,London,UK,Federal Shipping,Jack's New England Clam Chowder,9.65,<10,8,Seafood,7.7,25,0.15,15,163.62,0.86,164.48
10265,17,BLONP,2,1,06-01-24,01-01-24,2024,1,1,Jan,03-02-24,24-01-24,On time,Blondel pÃ¨re et fils,"24, place KlÃ©ber",Strasbourg,,67000,France,Blondesddsl pÃ¨re et fils,FrÃ©dÃ©rique Citeaux,88.60.15.31,Strasbourg,,67000,France,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Alice Mutton,39,20â€“50,6,Meat/Poultry,31.2,30,0,0,936,44,980
10265,70,BLONP,2,1,06-01-24,01-01-24,2024,1,1,Jan,03-02-24,24-01-24,On time,Blondel pÃ¨re et fils,"24, place KlÃ©ber",Strasbourg,,67000,France,Blondesddsl pÃ¨re et fils,FrÃ©dÃ©rique Citeaux,88.60.15.31,Strasbourg,,67000,France,Andrew Fuller,"Vice President, Sales",Tacoma,USA,Speedy Express,Outback Lager,15,10â€“20,1,Beverages,12,20,0,0,240,11.28,251.28
10266,12,WARTH,3,3,07-01-24,01-01-24,2024,1,1,Jan,18-02-24,12-01-24,On time,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,981-443655,Oulu,,90110,Finland,Janet Leverling,Sales Representative,Kirkland,USA,Federal Shipping,Queso Manchego La Pastora,38,20â€“50,4,Dairy Products,30.4,12,0.05,5,346.56,25.73,372.29
10267,40,FRANK,4,1,10-01-24,01-01-24,2024,1,1,Jan,07-02-24,18-01-24,On time,Frankenversand,Berliner Platz 43,MÃ¼nchen,,80805,Germany,Frankenversand,Peter Franken,089-0877310,MÃ¼nchen,,80805,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Speedy Express,Boston Crab Meat,18.4,10â€“20,8,Seafood,14.7,50,0,0,735,43.35,778.35
10267,59,FRANK,4,1,10-01-24,01-01-24,2024,1,1,Jan,07-02-24,18-01-24,On time,Frankenversand,Berliner Platz 43,MÃ¼nchen,,80805,Germany,Frankenversand,Peter Franken,089-0877310,MÃ¼nchen,,80805,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Speedy Express,Raclette Courdavault,55,>50,4,Dairy Products,44,70,0.15,15,2618,154.4,2772.4
10267,76,FRANK,4,1,10-01-24,01-01-24,2024,1,1,Jan,07-02-24,18-01-24,On time,Frankenversand,Berliner Platz 43,MÃ¼nchen,,80805,Germany,Frankenversand,Peter Franken,089-0877310,MÃ¼nchen,,80805,Germany,Margaret Peacock,Sales Representative,Redmond,USA,Speedy Express,LakkalikÃ¶Ã¶ri,18,10â€“20,1,Beverages,14.4,15,0.15,15,183.6,10.83,194.43
10268,29,GROSR,8,3,11-01-24,01-01-24,2024,1,1,Jan,08-02-24,14-01-24,On time,GROSELLA-Restaurante,5Âª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,GROSELLA-Restaurante,Manuel Pereira,(2) 283-2951,Caracas,DF,1081,Venezuela,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,ThÃ¼ringer Rostbratwurst,123.79,>50,6,Meat/Poultry,99,10,0,0,990,59.6,1049.6
10268,72,GROSR,8,3,11-01-24,01-01-24,2024,1,1,Jan,08-02-24,14-01-24,On time,GROSELLA-Restaurante,5Âª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,GROSELLA-Restaurante,Manuel Pereira,(2) 283-2951,Caracas,DF,1081,Venezuela,Laura Callahan,Inside Sales Coordinator,Seattle,USA,Federal Shipping,Mozzarella di Giovanni,34.8,20â€“50,4,Dairy Products,27.8,4,0,0,111.2,6.69,117.89
10269,33,WHITC,5,1,12-01-24,01-01-24,2024,1,1,Jan,26-01-24,21-01-24,On time,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,(206) 555-4112,Seattle,WA,98128,USA,Steven Buchanan,Sales Manager,London,UK,Speedy Express,Geitost,2.5,<10,4,Dairy Products,2,60,0.05,5,114,0.81,114.81
10269,72,WHITC,5,1,12-01-24,01-01-24,2024,1,1,Jan,26-01-24,21-01-24,On time,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,(206) 555-4112,Seattle,WA,98128,USA,Steven Buchanan,Sales Manager,London,UK,Speedy Express,Mozzarella di Giovanni,34.8,20â€“50,4,Dairy Products,27.8,20,0.05,5,528.2,3.75,531.95
10270,36,WARTH,1,1,13-01-24,01-01-24,2024,1,1,Jan,10-02-24,14-01-24,On time,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,981-443655,Oulu,,90110,Finland,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Inlagd Sill,19,10â€“20,8,Seafood,15.2,30,0,0,456,45.25,501.25
10270,43,WARTH,1,1,13-01-24,01-01-24,2024,1,1,Jan,10-02-24,14-01-24,On time,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,981-443655,Oulu,,90110,Finland,Nancy Davolio,Sales Representative,Seattle,USA,Speedy Express,Ipoh Coffee,46,20â€“50,1,Beverages,36.8,25,0,0,920,91.29,1011.29
10271,33,SPLIR,6,2,13-01-24,01-01-24,2024,1,1,Jan,10-02-24,11-02-24,Late,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Split Rail Beer & Ale,Art Braunschweiger,(307) 555-4680,Lander,WY,82520,USA,Michael Suyama,Sales Representative,London,UK,United Package,Geitost,2.5,<10,4,Dairy Products,2,24,0,0,48,4.54,52.54
